24485,* MOFid-v1.NA.NAno_mof;24485,NA.MISSING_LINKERS.MOFkey-v1
24721,* MOFid-v1.NA.NAno_mof;24721,NA.MISSING_LINKERS.MOFkey-v1
24722,* MOFid-v1.NA.NA;24722,
24723,Nc1c(N)cc2c(c1N)nc1c(n2)c(N)c(cc1N)N.Nc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)ccc1.[O-]C(=O)c1ccc(c(c1)N)N=Nc1c(N)cc(cc1N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24723,Zn.LOENLXDKRVDECL.RHGGFZRJFMDVCI.UOBQNSRTUGLVTO.MOFkey-v1.pcu
24724,Nc1c(N=Nc2ccc(c(c2)N)C(=O)[O-])cc(c(c1N)C(=O)[O-])N.Nc1cc2nc3c(N)cccc3nc2cc1N.Nc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)cc(c1)N.[Zn][Zn] MOFid-v1.pcu.cat0;24724,Zn.CYAMUVDLDAGPOO.DBRUUGDVFNAJCV.WBFHSQKOFQAZEX.MOFkey-v1.pcu
24725,Nc1cc(N)c2c(c1N)c(C(=O)[O-])c1c3c2C(=O)O[NH2]c3c(cc1)N.Nc1nccc(c1)N=Nc1ccncc1.[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24725,Zn.RJLIJORLJULPBL.WQLTYTXBFOBNIO.YIJWDOPLUMEURW.MOFkey-v1.pcu
24726,Nc1cc(N)c2c(c1N)c(C(=O)[O-])c1c3c2C(=O)O[NH2]c3c(cc1)N.Nc1nccc(c1)N=Nc1ccncc1.[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24726,Zn.RJLIJORLJULPBL.WQLTYTXBFOBNIO.YIJWDOPLUMEURW.MOFkey-v1.pcu
24727,Nc1nccc(c1)N=Nc1ccnc(c1)N.[O-]C(=O)c1cc(N)c(c(c1N)N)N=Nc1c(N)c(N)c(c(c1N)N)C(=O)[O-].[O][C]c1c2c(N)c(N)c(c(c2c(c2c1cccc2)C(=O)[O-])N)N.[O].[Zn][Zn] MOFid-v1.pcu.cat0;24727,Zn.PGASQHRZDPKXJY.RYQMYQBWPQJRTA.TTZVCYXBRIFMFQ.MOFkey-v1.pcu
24728,Nc1nccc(c1)N=Nc1ccnc(c1)N.[O-]C(=O)c1cc(N)c(c(c1N)N)N=Nc1c(N)c(N)c(c(c1N)N)C(=O)[O-].[O][C]c1c2c(N)c(N)c(c(c2c(c2c1cccc2)C(=O)[O-])N)N.[O].[Zn][Zn] MOFid-v1.pcu.cat1;24728,Zn.PGASQHRZDPKXJY.RYQMYQBWPQJRTA.TTZVCYXBRIFMFQ.MOFkey-v1.pcu
24729,OC1=[N]=C([C](C(=C1)N=Nc1c(O)cncc1O)O)O.OOC(=O)c1c2[C]=CC(=Cc2c(c2c1c(O)c(c(c2)O)O)C(=O)[O-])O.Oc1cc(ccc1N=Nc1ccc(c(c1)O)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24729,Zn.GHVODJVCYNFPDC.NCXOLBQEFDDIHP.WUGLJFGIVXOOEQ.MOFkey-v1.pcu
2473,Cc1cc(C(=O)[O-])c(cc1C#Cc1c(C)cc(c(c1C)C)C(=O)[O-])C.Cc1cc(C(=O)[O-])c(cc1C1=[C]C=C(C=C1C)c1cc(C)c(c(c1)C)C(=O)[O-])C.Cc1cc(cc(c1C1=CC(=C(C(=[C]1)C)c1c(C)c(C)c(c(c1C)C)C(=O)[O-])C)C)C(=O)[O-].Cc1cc(cc(c1C1=[C]C(=C(C(=C1)C)c1c(C)c(C)c(c(c1C)C)C(=O)[O-])C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2473,Zn.JWIXZGMJEBNDJA.XRECCLWRUPAXLP.ZBLOYAIJBRELAG.MOFkey-v1.pcu
24730,OC1=[N]=C([C](C(=N[N]C2=CC(=[N]=C([C]2O)O)O)[CH]1)O)O.Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])C=C[C]=C1.[O-]C(=O)c1ccc(c(c1[O])O)N=Nc1cc(O)c(c(c1O)O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24730,Zn.LPIGSGBEGMXXNJ.ONMMMLRMFAWROH.WIAYWUFPOKCEEV.MOFkey-v1.pcu
24731,OC1=[N]=C([C](C(=C1)N=NC1=C[CH]N=C([C]1O)O)O)O.OOC(=O)c1c2=[C]C(=C(C=c2c(c2c1cc(O)cc2O)C(=O)[O-])O)O.Oc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;24731,Zn.HDOYCDDPNOERFI.HFHGBBIWCQCHFY.QQPBHPQYIKFKFZ.MOFkey-v1.pcu
24732,OC1=[N]=C([C](C(=C1)N=NC1=C[CH]N=C([C]1O)O)O)O.OOC(=O)c1c2=[C]C(=C(C=c2c(c2c1cc(O)cc2O)C(=O)[O-])O)O.OOC(=O)c1c2[C]=C(O)C(=Cc2c(c2c1cc(O)cc2O)C(=O)[O-])O.Oc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat1;24732,Zn.HDOYCDDPNOERFI.HFHGBBIWCQCHFY.QQPBHPQYIKFKFZ.MOFkey-v1.pcu
24733,Oc1cc(O)c2c(c1)nc1c(n2)cc(c(c1O)O)O.Oc1cc(cc(c1N=Nc1ccc(c(c1O)O)C(=O)[O-])O)C(=O)[O-].Oc1cc(ccc1N=Nc1c(O)cc(c(c1O)O)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24733,Zn.IIEDNOSHHRESBF.LOTKFTTYPRNVDR.UKWSCFCVHUAYCT.MOFkey-v1.pcu
24734,Oc1cc(O)c2c(c1)nc1c(n2)cc(c(c1O)O)O.Oc1cc(cc(c1N=Nc1ccc(c(c1O)O)C(=O)[O-])O)C(=O)[O-].Oc1cc(ccc1N=Nc1c(O)cc(c(c1O)O)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24734,Zn.IIEDNOSHHRESBF.LOTKFTTYPRNVDR.UKWSCFCVHUAYCT.MOFkey-v1.pcu
24735,N#Cc1cc(C(=O)[O-])c(cc1N=Nc1cc(C#N)c(cc1C#N)C(=O)[O-])C#N.[Zn][Zn] MOFid-v1.pcu.cat0;24735,Zn.DGDPTZXDDBYGJR.MOFkey-v1.pcu
24736,* MOFid-v1.NA.NA;24736,
24737,N#Cc1cnc(c(c1N=Nc1ccncc1C#N)C#N)C#N.[Zn][Zn] MOFid-v1.ERROR,sql.cat0;24737,Zn.IUKVZLZKCCATQU.MOFkey-v1.ERROR
24738,N#Cc1cnc(c(c1N=Nc1ccncc1C#N)C#N)C#N.[Zn][Zn] MOFid-v1.ERROR,sql.cat1;24738,Zn.IUKVZLZKCCATQU.MOFkey-v1.ERROR
24739,COC1=NC=CC(=N[N]c2c(OC)cncc2OC)[CH]1.COc1cc(OC)cc2c1c(C(=O)[O-])c1cc(O)ccc1c2C(=O)[O-].COc1cc(ccc1N=Nc1cc(OC)c(c(c1)O[CH2])C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24739,Zn.IDVQNONVTOIVFO.IOGGQOJOIBLLRV.PSXRJLBARCPOIN.MOFkey-v1.pcu
2474,CCC1=C(C(=O)[O-])C(=C(C(=[C]1)c1c(CC)c(CC)c(c(c1CC)CC)c1cc(CC)c(cc1CC)C(=O)[O-])CC)CC.CCc1cc(ccc1C#Cc1cc(CC)c(c(c1CC)CC)C(=O)[O-])C(=O)[O-].CCc1cc(ccc1c1ccc(c(c1)CC)C(=O)[O-])c1c(CC)c(CC)c(c(c1CC)CC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2474,Zn.RFLQHVMFGBBCEW.ZGEMIESDRHRUOZ.ZNZDULOJAHODHR.MOFkey-v1.pcu
24740,COC1=NC=CC(=N[N]c2c(OC)cncc2OC)[CH]1.COc1cc(OC)cc2c1c(C(=O)[O-])c1cc(O)ccc1c2C(=O)[O-].COc1cc(ccc1N=Nc1cc(OC)c(c(c1)O[CH2])C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24740,Zn.IDVQNONVTOIVFO.IOGGQOJOIBLLRV.PSXRJLBARCPOIN.MOFkey-v1.pcu
24741,* MOFid-v1.NA.NAno_mof;24741,NA.MISSING_LINKERS.MOFkey-v1
24742,COc1c([O])c(N=Nc2c(OC)cc(c(c2OC)OC)C(=O)[O-])c(cc1C(=O)[O-])OC.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24742,Zn.JCZQZSUGUHZGTR.MOFkey-v1.pcu
24743,CCOc1c(ccnc1OCC)N=Nc1c([O])cnc(c1OCC)OCC.CCOc1cc(cc(c1N=Nc1ccc(cc1[O])C(=O)[O-])OCC)C(=O)[O-].[CH2]C.CCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[Zn][Zn] MOFid-v1.pcu.cat0;24743,Zn.ISDXYZBRUPLUAS.LXNDKTTZNLWLAB.RDXSMZPNQDSWJL.MOFkey-v1.pcu
24744,CCCOC1=C(N=Nc2ccncc2)[C](C(=N[CH]1)OCCC)[O].CCCOc1c([O])c(N=Nc2c(OCCC)cc(cc2OCCC)C(=O)[O-])ccc1C(=O)[O-].CCCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[Zn][Zn] MOFid-v1.pcu.cat0;24744,Zn.AUTFJUIVLRREGU.CTCACPBKLVRDEU.TVJPJHPXXJWNKC.MOFkey-v1.pcu
24745,* MOFid-v1.NA.NA;24745,
24746,[O-]C(=O)C=CC(=O)[O-].[Zn][Zn].c1ccc2c(c1)nc1c(n2)cccc1 MOFid-v1.pcu.cat0;24746,Zn.PCNDJXKNXGMECE.VZCYOOQTPOCHFL.MOFkey-v1.pcu
24747,FC1C=Cc2c([CH]1)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=C([C]=C1)F)F.Fc1ccc2c(c1)nc1c(n2)cccc1F.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24747,Zn.HCLXVNLMLVRTOZ.VZCYOOQTPOCHFL.YRJPXEKCYFBUJC.MOFkey-v1.pcu
24748,ClN=N.ClOC(=O)c1c([C])c2[C]C3[C]4[CH][C]c1c(c2C(=O)OCl)[C][C]34.ClCl.ClCl.[O-]C(=O)c1c2[CH]C[C]3[C]([CH]c2c(c(c1[CH])[CH])C(=O)[O-])C3.[Zn][Zn] MOFid-v1.ERROR.cat0;24748,Zn.CESPBGQCVDCTIW.GRGCRCYWXQPQRI.SMJWFJHLXZCTKJ.MOFkey-v1.ERROR
24749,ClC1C2[C]3[C]2[CH]c2c(c1c([CH])c(C(=O)[O-])c2[CH]C3)C(=O)[O-].ClN=NCl.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;24749,Zn.QQWOTVZCPRIGBZ.VZCYOOQTPOCHFL.VZTNHWAJMHMMRY.MOFkey-v1.ERROR
2475,CCC1=C(C(=O)[O-])C(=C(C(=[C]1)c1c(CC)c(CC)c(c(c1CC)CC)c1cc(CC)c(cc1CC)C(=O)[O-])CC)CC.CCc1cc(ccc1C#Cc1cc(CC)c(c(c1CC)CC)C(=O)[O-])C(=O)[O-].CCc1cc(ccc1c1ccc(c(c1)CC)C(=O)[O-])c1c(CC)c(CC)c(c(c1CC)CC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2475,Zn.RFLQHVMFGBBCEW.ZGEMIESDRHRUOZ.ZNZDULOJAHODHR.MOFkey-v1.pcu
24750,ClN=N.[O-]C(=O)c1c2[CH]C[C]3[C]([CH]c2c(c(c1[CH])[CH])C(=O)[O-])C3.[O-]C(=O)c1c2[C]C34[C]5C(c1c1c(c2C([C]3C45[C]1)Cl)C(=O)[O-])Cl.ClCl.ClCl.[Zn][Zn] MOFid-v1.ERROR.cat0;24750,Zn.CESPBGQCVDCTIW.GRGCRCYWXQPQRI.KTMYAJBXGAXAHK.MOFkey-v1.ERROR
24751,BrC1=[C]c2c(C=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=C[C]=[C]1)Br.BrN=N.BrOC(c1c2[C]C34C5[C](c1c1c(c2C(C3C45[CH]1)Br)C(Br)([O])[O])Br)(OBr)Br.[Zn][Zn] MOFid-v1.ERROR.cat0;24751,Zn.IPICVUHMGXDFCR.VFLYRMSNKFANLH.YPILEDGJDDCJOI.MOFkey-v1.ERROR
24752,BrN=NBr.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;24752,Zn.KYGRLFLHMAWPRE.VZCYOOQTPOCHFL.MOFkey-v1.ERROR
24753,[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)C=CC(=O)[O-].BrN=NBr.[Zn][Zn] MOFid-v1.ERROR.cat0;24753,Zn.RKJRXVVGOYXVTQ.VZCYOOQTPOCHFL.MOFkey-v1.ERROR
24754,CC1=[C]C=Cc2c1c(C(=O)[O-])c1=C(C)C=[C]C(=c1c2C(=O)[O-])C.CN=NC.[O][C]c1c2[CH]C[C]3[C]c1c1c(c2[C](C)[C]3C[CH]1)[C][O].[O].[O].[CH3].[Zn][Zn] MOFid-v1.ERROR.cat0;24754,Zn.JCCAVOLDXDEODY.RTADWXGLROAQQH.UOZFVSDGRWHYON.MOFkey-v1.ERROR
24755,N=N.[O-]C(=O)C(=CC(=O)[O-])CCC.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;24755,Zn.CCKSYUMJLIMSQK.RAABOESOVLLHRU.VZCYOOQTPOCHFL.MOFkey-v1.ERROR
24756,CCCN=N.[O-]C(=O)C(=CC(=O)[O-])CCC.[O-]C(=O)c1c2[CH]C[C]3[C]([CH]c2c(c(c1[CH])[CH])C(=O)[O-])C3.[Zn][Zn] MOFid-v1.ERROR.cat0;24756,Zn.BIYBTXFCTUEFOS.CCKSYUMJLIMSQK.GRGCRCYWXQPQRI.MOFkey-v1.ERROR
24757,NN=N.N[C]c1c([C][O])c2[C](N)[C]3C4([CH]c1c(c2C1C4[NH2]1)C(=O)[O-])C3.[O].N[C]c1c2[CH][NH2]C3[C]4[CH]c(c2C(=O)[O-])c(c1C(=O)[O-])[C](N)C[C]34.[Zn][Zn] MOFid-v1.ERROR.cat0;24757,Zn.AYNNSCRYTDRFCP.GVRLEALCRNBXHQ.VMXGGTBOGWYNPF.MOFkey-v1.ERROR
24758,* MOFid-v1.NA.NAno_mof;24758,NA.MISSING_LINKERS.MOFkey-v1
24759,OC1=Cc2c3[C](C1C1C=Cc(c3C(=O)[O-])c(c2C(=O)[O-])[CH]1)O.ON=NO.[O-]C(=O)C=C(C(=O)[O-])O.[Zn][Zn] MOFid-v1.ERROR.cat0;24759,Zn.BLVKSVKMURGZDF.NFMHSPWHNQRFNR.UWYVPFMHMJIBHE.MOFkey-v1.ERROR
2476,Nc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)c1ccc(cc1)C(=O)[O-])N)N.Nc1cc(cc(c1C#Cc1cc(N)c(c(c1N)N)C(=O)[O-])N)C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)c1ccc(c(c1N)N)c1ccc(c(c1N)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2476,Zn.HHOVUQIIIAGWQP.SGTLEOZUTXXIBJ.UCDYKBAOQGDOTF.MOFkey-v1.pcu
24760,* MOFid-v1.NA.NAno_mof;24760,NA.MISSING_LINKERS.MOFkey-v1
24761,N#CC(=CC(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;24761,Zn.YTGCVCAEGYLSCZ.MOFkey-v1.ERROR
24762,O[C]c1c(C(=O)[O-])c2C3O[C]3[C]3[C]([C](c2c(c1[CH])C(=O)[O-])O)[CH]3.[O-]C(=O)C(=CC(=O)[O-])OCC.[CH2]C.[CH2]C.[Zn][Zn] MOFid-v1.ERROR.cat0;24762,Zn.GAPHHTSPBCTFGW.SWFGPYSPXKYXMO.MOFkey-v1.ERROR
24763,* MOFid-v1.NA.NAno_mof;24763,NA.MISSING_LINKERS.MOFkey-v1
24764,* MOFid-v1.NA.NAno_mof;24764,NA.MISSING_LINKERS.MOFkey-v1
24765,N=CC=N.[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24765,Zn.FDFGHPKPHFUHBP.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
24766,FC1=C(F)c2c([C]=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.FN=CC(=N)F.[O-]C(=O)C=C[C]=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24766,Zn.DAXOLVDTSYWICH.GMJPTCKOTGBDEG.JEZLWMJEAXUSBA.MOFkey-v1.pcu
24767,Fc1cc(F)c2c(c1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1F.[N]=CC(=[N])F.[O-]C(=O)C=CC(=CC(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;24767,Zn.OZSAECPLLVFZIE.XQEOAPUFFBKXIX.ZVATZZKWPOZYFT.MOFkey-v1.pcu
24768,FC(=[N])C(=[N])F.FC1=[C]c2c(C=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)c(c(c1F)F)F.[O-]C(=O)C=[C]C(=C(C(=O)[O-])F)F.[Zn][Zn] MOFid-v1.pcu.cat0;24768,Zn.LHNWPWXBXQLHDV.PTRILHPRDAGFMO.WDZINZDWUAMWKU.MOFkey-v1.pcu
24769,FC(=NF)C=N.FC1=Cc2c([C]=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)cc(c1)F.[O-]C(=O)[C]=C[C]=[C]C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24769,Zn.FKPXQVXARKMOEF.OMOYXGWQQCUILM.PTIKPXPTAZPTPQ.MOFkey-v1.pcu
2477,Nc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)c1ccc(cc1)C(=O)[O-])N)N.Nc1cc(cc(c1C#Cc1cc(N)c(c(c1N)N)C(=O)[O-])N)C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)c1ccc(c(c1N)N)c1ccc(c(c1N)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2477,Zn.HHOVUQIIIAGWQP.SGTLEOZUTXXIBJ.UCDYKBAOQGDOTF.MOFkey-v1.pcu
24770,FC1=CC=c2c(=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1F.N=CC=N.[O-]C(=O)[C]=[C]C(=[C]C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;24770,Zn.KYMVBVBRCRFHIE.LMLKKKTVMBDCNC.ZDSUKHSCHWSMCO.MOFkey-v1.pcu
24771,ClC1=Cc2c(C=[C]1)c(C(=O)[O-])c1=C[C]=CC(=c1c2C(=O)[O-])Cl.N=CC=N.[O-]C(=O)C=C[C]=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24771,Zn.GMJPTCKOTGBDEG.KYMVBVBRCRFHIE.XXTRILYMOSVZQQ.MOFkey-v1.pcu
24772,N=CC(=N)Cl.[O-]C(=O)C=[C]C=C(C(=O)[O-])Cl.[O-]C(=O)c1c2C=C[C]=C(c2c(c2c1C=[C][C]C2(Cl)Cl)C(=O)[O-])Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24772,Zn.QGHUYMFWUPTPQR.UUCHVCJVLIEDBE.VWGNUGCELMBFCC.MOFkey-v1.pcu
24773,[N]=CC(=[N])Cl.[O-]C(=O)[C]=CC(=[C]C(=O)[O-])Cl.[O-]C(=O)[C]=CC=[C]C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24773,Zn.DWQBQFJBVSUSRV.SMLQULHUANUXPK.WDFYBLQYJIHJJY.MOFkey-v1.pcu
24774,[N]=CC(=[N])Cl.[O-]C(=O)[C]=CC=[C]C(=O)[O-].[O-]C(=O)[C]=C[C]=[C]C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24774,Zn.DWQBQFJBVSUSRV.PTIKPXPTAZPTPQ.SMLQULHUANUXPK.MOFkey-v1.pcu
24775,* MOFid-v1.NA.NAno_mof;24775,NA.MISSING_LINKERS.MOFkey-v1
24776,N=CC(=N)Br.[O-]C(=O)C=[C]C=[C]C(Br)([O])[O].[O-]C(=O)c1c2[C]=C[C]=Cc2c(c2=C([C]=C[C]=c12)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,sql.cat0;24776,Zn.TXPSXYNCVYRJQB.ZKBJNEMXYPXODL.ZZJDFWSXZSUCKB.MOFkey-v1.pcu
24777,BrN=CC=N.[O-]C(=O)c1c2C=C[C]=[C]c2c(c2=C([C]=[C][C]=c12)Br)C(=O)[O-].[O]C(C=CC=[C]C(Br)([O])[O])(Br)[O].[Zn][Zn] MOFid-v1.pcu,ERROR.cat0;24777,Zn.AXASPUINZCTVEF.VVPOSYKJVMDJDG.WVHCGCXOPHPUNM.MOFkey-v1.pcu
24778,[N]=CC(=N)Br.[O-]C(=O)C=C[C]=CC(Br)([O])[O].[O-]C(=O)c1c2C=C[C]=Cc2c(c2=C(C=[C]C(=c12)Br)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,sql.cat0;24778,Zn.DBZSVFXNKHOSLB.GUCYKSDUAXCUKJ.VSPHEDANAHZMME.MOFkey-v1.pcu
24779,C1=Cc2c([C]=C1)nc1c(n2)C=CC=[C]1.[Zn][Zn] MOFid-v1.pcu.cat0;24779,Zn.UGMBOPSGQASEHC.MOFkey-v1.pcu
2478,Nc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)c1ccc(cc1)C(=O)[O-])N)N.Nc1cc(cc(c1C#Cc1cc(N)c(c(c1N)N)C(=O)[O-])N)C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)c1ccc(c(c1N)N)c1ccc(c(c1N)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2478,Zn.HHOVUQIIIAGWQP.SGTLEOZUTXXIBJ.UCDYKBAOQGDOTF.MOFkey-v1.pcu
24780,BrC(=N)C(=[N])Br.[O-]C(=O)C=C(C(=CC(Br)([O])[O])Br)Br.[O-]C(=O)c1c2C=[C]C=[C]c2c(c2=CC=[C]C=c12)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,sql.cat0;24780,Zn.DDIIIXMQLHEXAI.DYNPUKLOHYDIOT.XXSXNTLIRDOFDH.MOFkey-v1.pcu
24781,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)ccc1C.N=CC=N.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24781,Zn.KYMVBVBRCRFHIE.LQPLFQLGEKXCDI.TXXHDPDFNKHHGW.MOFkey-v1.pcu
24782,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)ccc1C.[O-]C(=O)C=CC(=CC(=O)[O-])C.[Zn][Zn] MOFid-v1.sql.cat0;24782,Zn.LEQDZBVDPGNGMH.LQPLFQLGEKXCDI.MOFkey-v1.sql
24783,CCC(=N)C=N.[Zn][Zn] MOFid-v1.pcu.cat0;24783,Zn.LPEHQJGMIUSOGA.MOFkey-v1.pcu
24784,* MOFid-v1.NA.NA;24784,
24785,NN=CC=[N].Nc1c(N)cc2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24785,Zn.RPRSXPUCAOUUMH.TXXHDPDFNKHHGW.TZCQFWIMHJVQOC.MOFkey-v1.pcu
24786,Nc1ccc(c2c1nc1ccccc1n2)N.[O-]C(=O)C=C(C=C(C(=O)[O-])N)N.[O-]C(=O)C=CC(=CC(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat0;24786,Zn.ACONGMNJTSMRII.HZROQHQHUDWHFG.VGAFIZGNMHSNGK.MOFkey-v1.pcu
24787,N=CC(=Nc1ccccc1)c1ccccc1.[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24787,Zn.FDFGHPKPHFUHBP.TXXHDPDFNKHHGW.ZECJSLITACJTIL.MOFkey-v1.pcu
24788,N=CC(=N)O.Oc1c(O)ccc2c1c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)c(cc1O)O.[O-]C(=O)C=CC(=C(C(=O)[O-])O)O.[Zn][Zn] MOFid-v1.pcu.cat0;24788,Zn.IQFNSSXLMQNRQZ.NSAPEQOOQSVLJE.YKECSFNZQGAHFU.MOFkey-v1.pcu
24789,ON=C(C(=[N])O)O.Oc1cc(O)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1O)O)O.[O-]C(=O)C=CC(=CC(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;24789,Zn.DLKZGMNZEDNHKO.DSVFEKPIICYHOG.RQBMIIZHPPTEGB.MOFkey-v1.pcu
2479,Nc1cc(ccc1C#Cc1ccc(c(c1N)N)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)c1c(N)c(N)c(c(c1N)N)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)c1c(N)cc(c(c1N)N)c1cc(N)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2479,Zn.HMCZWHZBUXOFRR.JAWYKKNOUDZBKQ.SDGOMXLSYAZDRA.MOFkey-v1.pcu
24790,* MOFid-v1.NA.NA;24790,
24791,N#CN=CC(=N)C#N.[Zn][Zn] MOFid-v1.sql.cat0;24791,Zn.KWZURTQYYOVPJD.MOFkey-v1.sql
24792,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CN=CC(=N)C#N.[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24792,Zn.FDFGHPKPHFUHBP.KWZURTQYYOVPJD.REGWJLCJHBKECZ.MOFkey-v1.pcu
24793,COC(=C(C(=O)[O-])OC)C=CC(=O)[O-].CON=CC=N.COc1cccc2c1c(C(=O)[O-])c1ccccc1c2C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24793,Zn.FCNDXCSVHKKRPA.GDDLXWAGHFBNRR.KRBPBSFBAJEGSG.MOFkey-v1.pcu
24794,COC1=Cc2c([C](C1)OC)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1OC)OC)O[CH2].CON=C(C=N)OC.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24794,Zn.TXXHDPDFNKHHGW.WZJIBIJCKQILFH.ZCXIFSCJMYSEGW.MOFkey-v1.pcu
